asset_id,canonical_name,asset_type,address_text,current_pnu,match_status,proposed_pnu,matched_address,matched_category,match_score,match_reasons,longitude,latitude
ast_6b3f8d30ec34,"이지스411호(200호 재간접, 디어스 판교)",,경기도 성남시 수정구 대왕판교로 815,,safe,4113111500103210000,시흥동 321,road,13,token:경기도;token:성남시;token:수정구;token:대왕판교로;lot:815,127.0997889989606,37.41372259083337
ast_2e88e9b329e3,이지스200호(디어스 판교),,경기도 성남시 수정구 대왕판교로 815,,safe,4113111500103210000,시흥동 321,road,13,token:경기도;token:성남시;token:수정구;token:대왕판교로;lot:815,127.0997889989606,37.41372259083337
ast_62878f0c6996,"용답동 231, 231-1 공동주택 및 근린생활시설",오피스,"서울특별시 성동구 용답동 231, 231-1번지",,safe,1120012200102310000,서울특별시 성동구 용답동 231,parcel,12,token:서울특별시;token:성동구;token:용답동;lot:231,127.06353220730699,37.560627395430146
ast_022d4816897f,여의도 파이낸스타워,,서울특별시 영등포구 국제금융로 2길 32,,safe,1156011000100230008,여의도동 23-8,road,13,token:서울특별시;token:영등포구;token:국제금융로;token:2길;lot:2,126.92412638156779,37.523880250319216
ast_866314e4db59,삼성동 빌딩,,서울특별시 강남구 삼성로 512,,safe,1168010500101570001,삼성동 157-1,road,11,token:서울특별시;token:강남구;token:삼성로;lot:512,127.05659819782156,37.50810748388635
ast_8e3a0cd2dbb4,Chauncey Square,,미국 인디애나州 Purdue  University 인근,,not_found,,,,,,,
ast_4b214a3d68c2,판교 제2테크노밸리 C1 C2블록 I-Square 개발,오피스복합,경기도 판교 제2테크노밸리 C1 C2블록,,not_found,,,,,,,
ast_3294b7419653,동부산 테마파크 개발사업,오피스복합,부산광역시 기장군 기장읍 일원 (동부산관광단지내),,not_found,,,,,,,
ast_093042bc2e8e,해운대 L7,호텔,부산광역시 해운대구 우동 626-14번지 일원,,not_found,,,,,,,
ast_41455c9fd7e7,서리풀개발사업,오피스복합,서울시 서초구 서초동 1005-1 외,,not_found,,,,,,,
ast_c216d24d224b,안성 성은지구 물류센터,물류센터,경기도 안성시 원곡면 성은리 319-1,,not_found,,,,,,,
ast_2e5bd324e0df,마곡CP4 복합시설 개발,오피스복합,"마곡동 769,769-1",,safe,1150010500107690000,서울특별시 강서구 마곡동 769,parcel,8,token:마곡동;lot:769,126.8248082365593,37.561383518730054
ast_e4e8c1b51392,상봉 청년주택 개발,주거,중랑구 상봉동 109-28 외,,not_found,,,,,,,
ast_4993a29b4a10,검단 오피스텔 개발,주거,"인천광역시 서구 원당동 3203-104, 105",,not_found,,,,,,,
ast_4b5c26617588,공주시 웅진동 공동주택,주거,충청남도 공주시 웅진동,,safe,4415010700100010001,충청남도 공주시 웅진동 1-1,parcel,8,token:충청남도;token:공주시;token:웅진동,127.1134723846277,36.471642739341476
ast_a4549cd85c41,밀레니엄힐튼호텔,오피스복합,서울특별시 중구 소월로 50,,safe,1114011800103950000,남대문로5가 395,road,11,token:서울특별시;token:중구;token:소월로;lot:50,126.97559996828966,37.5554685413595
ast_950c70c5b87f,화성솔라,,전북 남원시 보절면사촌리 산18-4,,not_found,,,,,,,
ast_a459af6de7b3,옥스포드,,전라남도 고흥군 도화면 봉룡리 산221-1,,not_found,,,,,,,
ast_3ebb4583bf7d,미래화희망,,전라남도 고흥군 도화면 봉룡리 산221-1,,not_found,,,,,,,
ast_211d00ab23dd,해바라기,,전라남도 고흥군 도화면 봉룡리 산221-1,,not_found,,,,,,,
ast_ba5f85af264f,부림빌딩,오피스,"서울특별시 중구 을지로 1가 42, 을지로1가 71-9번지",,safe,1114010500100010001,서울특별시 중구 을지로2가 1-1,parcel,12,token:서울특별시;token:중구;token:을지로;lot:42,126.98325379585054,37.56623834584635
ast_2c946ed0b0fa,메트로타워,오피스,서울특별시 중구 퇴계로 10,,safe,1114011800105370000,남대문로5가 537,road,11,token:서울특별시;token:중구;token:퇴계로;lot:10,126.97434297461129,37.55626383430488
ast_24f9e46b72d9,용답동 청년주택 개발사업,,"서울 성동구 용답동 231,231-1번지",,safe,1120012200102310000,서울특별시 성동구 용답동 231,parcel,12,token:서울;token:성동구;token:용답동;lot:231,127.06353220730699,37.560627395430146
ast_df61856e9446,분당Hostway IDC,,분당구 장미로 36,,safe,4113510700103430001,야탑동 343-1,road,9,token:분당구;token:장미로;lot:36,127.12450125490713,37.41352131429935
ast_c390565c53af,이지스200호(디어스 판교),,경기도 성남시 수정구 대왕판교로 815,,safe,4113111500103210000,시흥동 321,road,13,token:경기도;token:성남시;token:수정구;token:대왕판교로;lot:815,127.0997889989606,37.41372259083337
ast_023cb333482d,성수동 복합시설 개발사업,오피스,"서울특별시 성동구 성수동2가 314-10, 314-11, 314-27번지",,not_found,,,,,,,
ast_1f096e28a63c,오산세교2지구 M-1BL 주상복합,오피스복합,경기도 오산시 오산세교2지구 M1BL,,not_found,,,,,,,
ast_0eb50d2cf958,"이지스411호(200호 재간접, 디어스 판교)",,경기도 성남시 수정구 대왕판교로 815,,safe,4113111500103210000,시흥동 321,road,13,token:경기도;token:성남시;token:수정구;token:대왕판교로;lot:815,127.0997889989606,37.41372259083337
ast_c1aba7a35f32,"용답동 231, 231-1 공동주택 및 근린생활시설",오피스,"서울특별시 성동구 용답동 231, 231-1번지",,safe,1120012200102310000,서울특별시 성동구 용답동 231,parcel,12,token:서울특별시;token:성동구;token:용답동;lot:231,127.06353220730699,37.560627395430146
